Year,Rank,Title,Artist,Artist_cloud,count,size,genres,popularity,first_year,year_range,range_count
2019,45,Pop Out,Polo G,Polo~G,3,258,"['chicago rap', 'rap']",86,2018,2010-2020,646
2021,30,Rapstar,Polo G,Polo~G,3,258,"['chicago rap', 'rap']",86,2018,2010-2020,646
2022,73,Better Days,Polo G,Polo~G,3,258,"['chicago rap', 'rap']",86,2018,2010-2020,646
2019,92,Shotta Flow,NLE Choppa,NLE~Choppa,2,162,"['memphis hip hop', 'viral rap']",81,2018,2010-2020,646
2020,100,Walk Em Down,NLE Choppa,NLE~Choppa,2,162,"['memphis hip hop', 'viral rap']",81,2018,2010-2020,646
2018,19,Love Lies,Normani,Normani,3,216,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",72,2018,2010-2020,646
2019,14,Dancing with a Stranger,Normani,Normani,3,216,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",72,2018,2010-2020,646
2019,88,Love Lies,Normani,Normani,3,216,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",72,2018,2010-2020,646
2020,43,Death Bed,Powfu,Powfu,1,73,"['lo-fi chill', 'sad lo-fi', 'sad rap']",73,2018,2010-2020,646
2022,39,Something in the Orange,Zach Bryan,Zach~Bryan,1,86,['oklahoma country'],86,2019,2010-2020,646
2021,12,Stay,The Kid Laroi,The~Kid~Laroi,3,258,"['australian hip hop', 'pop']",86,2019.00,2010-2020,646
2021,17,Without You,The Kid Laroi,The~Kid~Laroi,3,258,"['australian hip hop', 'pop']",86,2019,2010-2020,646
2022,3,Stay,The Kid Laroi,The~Kid~Laroi,3,258,"['australian hip hop', 'pop']",86,2019,2010-2020,646
2021,75,Track Star,Mooski,Mooski,1,47,['alabama rap'],47,2019,2010-2020,646
2020,83,Dior,Pop Smoke,Pop~Smoke,6,510,['brooklyn drill'],85,2019,2010-2020,646
2020,49,For the Night,Pop Smoke,Pop~Smoke,6,510,['brooklyn drill'],85,2019,2010-2020,646
2020,81,Mood Swings,Pop Smoke,Pop~Smoke,6,510,['brooklyn drill'],85,2019,2010-2020,646
2020,78,The Woo,Pop Smoke,Pop~Smoke,6,510,['brooklyn drill'],85,2019,2010-2020,646
2021,32,For the Night,Pop Smoke,Pop~Smoke,6,510,['brooklyn drill'],85,2019,2010-2020,646
2021,22,What You Know Bout Love,Pop Smoke,Pop~Smoke,6,510,['brooklyn drill'],85,2019,2010-2020,646
2019,56,The Git Up,Blanco Brown,Blanco~Brown,2,122,"['black americana', 'country rap']",61,2019,2010-2020,646
2021,88,Just the Way,Blanco Brown,Blanco~Brown,2,122,"['black americana', 'country rap']",61,2019,2010-2020,646
2022,75,Fingers Crossed,Lauren Spencer-Smith,Lauren~Spencer-Smith,1,72,"['alt z', 'gen z singer-songwriter', 'pop']",72,2019,2010-2020,646
2022,73,Better Days,Mae Muller,Mae~Muller,1,66,"['uk contemporary r&b', 'uk pop']",66,2019,2010-2020,646
2019,28,Ransom,Lil Tecca,Lil~Tecca,1,79,"['melodic rap', 'pluggnb', 'rap', 'trap', 'viral rap']",79,2019,2010-2020,646
2021,39,Back in Blood,Pooh Shiesty,Pooh~Shiesty,1,72,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",72,2019,2010-2020,646
2019,1,Old Town Road,Lil Nas X,Lil~Nas~X,7,581,"['lgbtq+ hip hop', 'pop']",83,2019,2010-2020,646
2019,40,Panini,Lil Nas X,Lil~Nas~X,7,581,"['lgbtq+ hip hop', 'pop']",83,2019,2010-2020,646
2020,71,Panini,Lil Nas X,Lil~Nas~X,7,581,"['lgbtq+ hip hop', 'pop']",83,2019,2010-2020,646
2021,24,Industry Baby,Lil Nas X,Lil~Nas~X,7,581,"['lgbtq+ hip hop', 'pop']",83,2019,2010-2020,646
2021,9,Montero (Call Me by Your Name),Lil Nas X,Lil~Nas~X,7,581,"['lgbtq+ hip hop', 'pop']",83,2019,2010-2020,646
2022,16,Industry Baby,Lil Nas X,Lil~Nas~X,7,581,"['lgbtq+ hip hop', 'pop']",83,2019,2010-2020,646
2022,14,Thats What I Want,Lil Nas X,Lil~Nas~X,7,581,"['lgbtq+ hip hop', 'pop']",83,2019,2010-2020,646
2020,14,Dance Monkey,Tones and I,Tones~and~I,1,73,"['australian pop', 'pop']",73,2019,2010-2020,646
2021,44,Beat Box,SpotemGottem,SpotemGottem,1,58,"['florida drill', 'florida rap', 'trap', 'viral rap']",58,2019,2010-2020,646
2020,95,ILY (I Love You Baby),Surf Mesa,Surf~Mesa,1,65,['tropical house'],65,2019,2010-2020,646
2022,57,Hrs and Hrs,Muni Long,Muni~Long,1,66,"['indie r&b', 'pop', 'pop r&b', 'r&b', 'rap', 'urban contemporary']",66,2020,after 2020,23
2021,97,Throat Baby (Go Baby),BRS Kash,BRS~Kash,1,48,[],48,2020,after 2020,23
2022,29,Sunroof,Nicky Youre,Nicky~Youre,1,74,['pop'],74,2020,after 2020,23
2020,86,The Scotts,The Scotts,The~Scotts,1,60,[],60,2020,after 2020,23
2020,35,Savage Love (Laxed ??€? Siren Beat),Jawsh 685,Jawsh~685,1,64,['nz pop'],64,2020,after 2020,23
2020,64,Party Girl,StaySolidRocky,StaySolidRocky,1,62,"['melodic rap', 'viral rap']",62,2020,after 2020,23
2022,74,Meet Me at Our Spot,The Anxiety,The~Anxiety,1,64,['modern alternative pop'],64,2020,after 2020,23
2022,17,ABCDEFU,Gayle,Gayle,1,71,['modern alternative pop'],71,2020,after 2020,23
2022,24,We Don't Talk About Bruno,Encanto-cast,Encanto-cast,1,67,[],67,2021,after 2020,23
2022,53,Surface Pressure,Jessica Darrow,Jessica~Darrow,1,61,[],61,2021,after 2020,23
2022,24,We Don't Talk About Bruno,Rhenzy Feliz,Rhenzy~Feliz,1,62,[],62,2021,after 2020,23
2012,37,Blow Me (One Last Kiss),Pink,Pink,6,510,[],85,2021,after 2020,23
2013,7,Just Give Me a Reason,Pink,Pink,6,510,[],85,2021,after 2020,23
2013,53,Try,Pink,Pink,6,510,[],85,2021,after 2020,23
2017,84,What About Us,Pink,Pink,6,510,[],85,2021,after 2020,23
2019,99,Walk Me Home,Pink,Pink,6,510,[],85,2021,after 2020,23
2021,81,One Too Many,Pink,Pink,6,510,[],85,2021,after 2020,23
2021,7,Leave the Door Open,Silk Sonic,Silk~Sonic,2,152,['neo soul'],76,2021,after 2020,23
2022,41,Smokin out the Window,Silk Sonic,Silk~Sonic,2,152,['neo soul'],76,2021,after 2020,23
2017,28,iSpy,Kyle,Kyle,1,66,['new york drill'],66,2021,after 2020,23
2022,54,Fall in Love,Bailey Zimmerman,Bailey~Zimmerman,2,152,['contemporary country'],76,2021,after 2020,23
2022,70,Rock and a Hard Place,Bailey Zimmerman,Bailey~Zimmerman,2,152,['contemporary country'],76,2021,after 2020,23
2022,67,5 Foot 9,Tyler Hubbard,Tyler~Hubbard,1,68,"['contemporary country', 'country']",68,2021,after 2020,23
